Gender,Senior Citizen,Partner,Dependents,Tenure Months,Tenure Groups,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Service Count,Contract,Paperless Billing,Payment Method,Monthly Charges,Charge Category,Total Charges,Churn Value,Churn Reason
Male,No,No,No,3,0-12,No,No phone service,DSL,No,No,Yes,No,Yes,No,3,Month-to-month,Yes,Mailed check,40.15,Low,130.75,1,Lack of self-service on Website
Male,Yes,Yes,No,29,25-36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,94.45,High,2653.65,1,Network reliability
Female,No,Yes,No,36,25-36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6,Month-to-month,Yes,Bank transfer (automatic),97.35,High,3457.9,1,Limited range of services
Male,No,No,No,1,0-12,No,No phone service,DSL,No,No,No,No,Yes,Yes,3,Month-to-month,Yes,Mailed check,45.3,Low,45.3,1,Lack of affordable download/upload speed
Male,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Month-to-month,No,Electronic check,94.95,High,178.1,1,Long distance charges
Female,No,No,Yes,12,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,44.55,Low,480.6,1,Extra data charges
Male,No,Yes,No,1,0-12,No,No phone service,DSL,No,No,No,No,No,No,1,Month-to-month,Yes,Electronic check,23.45,Low,23.45,1,Price too high
Male,No,No,No,1,0-12,No,No phone service,DSL,Yes,No,No,No,No,No,2,Month-to-month,No,Mailed check,29.7,Low,29.7,1,Product dissatisfaction
Female,No,Yes,No,59,49-60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,Month-to-month,No,Electronic check,101.1,High,6039.9,1,Service dissatisfaction
Female,No,No,No,3,0-12,Yes,Yes,DSL,No,No,No,No,No,No,3,Month-to-month,Yes,Mailed check,50.65,Medium,151.3,1,Lack of self-service on Website
Female,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,Yes,3,Month-to-month,Yes,Electronic check,55.4,Medium,55.4,1,Network reliability
Female,Yes,Yes,No,1,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5,Month-to-month,Yes,Electronic check,90.6,High,90.6,1,Don't know
Male,Yes,Yes,No,2,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4,Month-to-month,Yes,Mailed check,86.85,High,156.35,1,Competitor had better devices
Female,Yes,Yes,No,29,25-36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Bank transfer (automatic),99.05,High,2952.85,1,Competitor offered higher download speeds
Female,No,No,No,52,49-60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,8,One year,Yes,Credit card (automatic),111.25,High,5916.45,1,Competitor offered more data
Male,No,No,No,2,0-12,Yes,No,DSL,Yes,No,Yes,No,No,No,4,Month-to-month,Yes,Mailed check,55.1,Medium,113.35,1,Competitor made better offer
Male,No,Yes,No,13,13-24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Credit card (automatic),102.25,High,1359.0,1,Competitor had better devices
Male,Yes,No,No,19,13-24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Month-to-month,Yes,Credit card (automatic),95.9,High,1777.9,1,Competitor had better devices
Female,Yes,No,No,47,37-48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,6,Month-to-month,Yes,Electronic check,95.05,High,4504.55,1,Competitor offered higher download speeds
Female,No,No,No,5,0-12,Yes,No,DSL,Yes,No,No,Yes,No,No,4,Month-to-month,No,Credit card (automatic),53.85,Medium,259.8,1,Competitor offered higher download speeds
Male,Yes,Yes,No,52,49-60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7,Month-to-month,Yes,Electronic check,104.2,High,5568.35,1,Competitor offered higher download speeds
Female,No,Yes,No,42,37-48,Yes,Yes,DSL,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,50.25,Medium,2203.65,1,Competitor offered more data
Female,No,No,No,25,25-36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,99.5,High,2369.05,1,Competitor offered more data
Female,No,No,No,9,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,71.0,Medium,672.55,1,Competitor offered more data
Female,No,No,No,16,13-24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,5,Month-to-month,Yes,Credit card (automatic),93.2,High,1573.7,1,Competitor made better offer
Male,No,Yes,No,5,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.35,Low,126.05,1,Competitor made better offer
Male,No,No,No,3,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.85,Low,64.55,1,Price too high
Female,No,Yes,No,31,25-36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,Month-to-month,Yes,Electronic check,104.2,High,3243.45,1,Product dissatisfaction
Male,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Month-to-month,Yes,Electronic check,79.25,Medium,79.25,1,Service dissatisfaction
Female,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Bank transfer (automatic),44.9,Low,44.9,1,Lack of self-service on Website
Male,No,Yes,No,10,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,70.1,Medium,659.65,1,Network reliability
Male,No,No,No,4,0-12,No,No phone service,DSL,No,No,Yes,No,No,No,2,Month-to-month,Yes,Electronic check,29.65,Low,118.5,1,Limited range of services
Male,No,No,No,43,37-48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Month-to-month,Yes,Electronic check,77.85,Medium,3365.85,1,Lack of affordable download/upload speed
Male,No,No,No,4,0-12,Yes,No,DSL,No,No,No,No,No,Yes,3,Month-to-month,No,Electronic check,54.3,Medium,195.3,1,Long distance charges
Female,Yes,No,No,11,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Bank transfer (automatic),95.15,High,997.65,1,Extra data charges
Male,No,Yes,No,47,37-48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8,One year,Yes,Credit card (automatic),110.85,High,5275.8,1,Price too high
Male,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Month-to-month,No,Electronic check,80.5,Medium,80.5,1,Product dissatisfaction
Male,No,No,No,4,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Bank transfer (automatic),72.2,Medium,305.55,1,Service dissatisfaction
Male,No,No,No,17,13-24,Yes,No,DSL,No,No,No,Yes,No,No,3,Month-to-month,No,Mailed check,51.5,Medium,900.5,1,Lack of self-service on Website
Male,Yes,No,No,43,37-48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Month-to-month,Yes,Mailed check,89.55,High,3856.75,1,Network reliability
Male,No,Yes,No,21,13-24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,7,One year,No,Mailed check,77.5,Medium,1625.0,1,Don't know
Male,No,Yes,No,42,37-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6,Month-to-month,Yes,Bank transfer (automatic),95.25,High,3959.35,1,Attitude of service provider
Male,Yes,No,No,46,37-48,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,4,Month-to-month,No,Electronic check,85.0,Medium,3969.4,1,Attitude of support person
Female,No,Yes,No,5,0-12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,4,Month-to-month,Yes,Electronic check,85.75,High,470.95,1,Attitude of support person
Female,Yes,No,No,6,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,98.25,High,560.6,1,Attitude of support person
Female,Yes,No,No,1,0-12,No,No phone service,DSL,No,No,No,No,No,No,1,Month-to-month,Yes,Mailed check,25.7,Low,25.7,1,Attitude of service provider
Female,No,Yes,No,7,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,69.0,Medium,506.9,1,Attitude of service provider
Male,No,No,No,2,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Bank transfer (automatic),46.05,Low,80.35,1,Attitude of service provider
Female,Yes,Yes,No,1,0-12,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Month-to-month,Yes,Mailed check,76.4,Medium,76.4,1,Attitude of support person
Female,No,No,No,5,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,100.5,High,514.0,1,Competitor made better offer
Male,Yes,Yes,Yes,22,13-24,No,No phone service,DSL,Yes,No,No,No,No,Yes,3,Month-to-month,No,Mailed check,40.05,Low,880.2,1,Moved
Male,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,69.95,Medium,69.95,1,Moved
Male,No,No,No,1,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,93.3,High,93.3,1,Moved
Male,No,No,No,3,0-12,Yes,No,DSL,No,No,Yes,No,No,No,3,Month-to-month,Yes,Electronic check,49.15,Low,169.05,1,Competitor had better devices
Female,No,No,No,1,0-12,No,No phone service,DSL,No,No,No,No,No,Yes,2,Month-to-month,No,Mailed check,35.05,Low,35.05,1,Competitor offered higher download speeds
Female,Yes,No,No,1,0-12,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Month-to-month,Yes,Electronic check,73.0,Medium,73.0,1,Competitor offered more data
Male,Yes,No,No,33,25-36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,5,Month-to-month,Yes,Credit card (automatic),83.85,Medium,2716.3,1,Competitor made better offer
Female,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,70.1,Medium,70.1,1,Competitor had better devices
Female,Yes,No,No,2,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,70.65,Medium,142.35,1,Competitor had better devices
Male,No,No,No,2,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.35,Low,33.2,1,Competitor offered higher download speeds
Female,No,No,No,3,0-12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Credit card (automatic),99.0,High,287.4,1,Competitor offered higher download speeds
Male,No,No,No,26,25-36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Month-to-month,Yes,Electronic check,83.95,Medium,2254.2,1,Competitor offered higher download speeds
Male,No,No,No,67,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Two year,No,Credit card (automatic),116.2,High,7752.3,1,Don't know
Female,No,Yes,No,71,61-72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Two year,Yes,Bank transfer (automatic),93.7,High,6585.35,1,Competitor offered more data
Male,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.7,Low,19.7,1,Competitor offered more data
Female,No,No,No,5,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,No,Electronic check,75.55,Medium,413.65,1,Competitor made better offer
Female,No,No,No,9,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Month-to-month,Yes,Bank transfer (automatic),77.65,Medium,714.15,1,Competitor made better offer
Female,Yes,No,No,26,25-36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6,Month-to-month,Yes,Electronic check,95.0,High,2497.2,1,Price too high
Male,No,No,No,54,49-60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,7,One year,Yes,Credit card (automatic),105.4,High,5643.4,1,Product dissatisfaction
Male,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,95.85,High,197.7,1,Service dissatisfaction
Male,No,No,No,1,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Month-to-month,Yes,Electronic check,79.15,Medium,79.15,1,Lack of self-service on Website
Female,No,Yes,No,30,25-36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Bank transfer (automatic),19.65,Low,655.85,1,Network reliability
Female,No,No,No,4,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Month-to-month,Yes,Electronic check,79.0,Medium,303.15,1,Limited range of services
Female,No,Yes,No,17,13-24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,5,Month-to-month,No,Electronic check,91.85,High,1574.45,1,Lack of affordable download/upload speed
Female,Yes,No,No,60,49-60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,One year,Yes,Electronic check,106.0,High,6441.4,1,Long distance charges
Male,No,No,Yes,1,0-12,Yes,No,DSL,No,No,No,Yes,No,No,3,Month-to-month,Yes,Mailed check,49.9,Low,49.9,1,Extra data charges
Female,No,No,No,13,13-24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,100.35,High,1358.85,1,Price too high
Female,Yes,Yes,No,38,37-48,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Bank transfer (automatic),74.95,Medium,2869.85,1,Product dissatisfaction
Male,Yes,Yes,Yes,1,0-12,Yes,No,DSL,No,No,No,Yes,No,No,3,Month-to-month,Yes,Credit card (automatic),49.25,Low,49.25,1,Service dissatisfaction
Male,No,Yes,No,50,49-60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,7,Month-to-month,No,Electronic check,103.7,High,5071.05,1,Lack of self-service on Website
Male,No,Yes,No,65,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,6,One year,No,Electronic check,89.75,High,5769.6,1,Network reliability
Female,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,20.3,Low,20.3,1,Don't know
Male,Yes,Yes,No,7,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,101.95,High,700.85,1,Don't know
Male,Yes,No,No,2,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,94.0,High,181.7,1,Don't know
Female,No,No,No,45,37-48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5,Month-to-month,Yes,Credit card (automatic),89.3,High,4016.85,1,Poor expertise of online support
Female,No,No,No,1,0-12,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Month-to-month,Yes,Credit card (automatic),74.3,Medium,74.3,1,Poor expertise of phone support
Male,No,No,No,1,0-12,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,4,Month-to-month,Yes,Mailed check,44.65,Low,44.65,1,Competitor had better devices
Male,No,Yes,No,13,13-24,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,4,Month-to-month,No,Electronic check,84.05,Medium,1095.3,1,Competitor offered higher download speeds
Male,No,No,No,10,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Month-to-month,Yes,Bank transfer (automatic),80.7,Medium,788.8,1,Competitor offered more data
Male,No,No,No,4,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,101.7,High,364.55,1,Competitor made better offer
Female,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,20.4,Low,20.4,1,Don't know
Male,No,Yes,No,41,37-48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,One year,Yes,Electronic check,102.6,High,4213.35,1,Competitor had better devices
Male,No,Yes,No,71,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Two year,Yes,Bank transfer (automatic),106.0,High,7723.7,1,Competitor offered higher download speeds
Female,No,No,Yes,3,0-12,Yes,No,DSL,Yes,No,No,Yes,No,No,4,Month-to-month,Yes,Mailed check,55.1,Medium,154.65,1,Competitor offered higher download speeds
Male,No,No,No,69,61-72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,Two year,Yes,Bank transfer (automatic),106.5,High,7348.8,1,Competitor offered higher download speeds
Female,No,Yes,No,32,25-36,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,5,Month-to-month,Yes,Bank transfer (automatic),91.05,High,2954.5,1,Competitor offered more data
Female,Yes,Yes,No,51,49-60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4,Month-to-month,Yes,Electronic check,77.5,Medium,3807.35,1,Competitor offered more data
Female,No,Yes,No,72,61-72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,5,Two year,Yes,Electronic check,54.2,Medium,3937.45,1,Competitor offered more data
Female,No,No,No,6,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Mailed check,69.25,Medium,418.4,1,Competitor made better offer
Male,No,No,No,1,0-12,Yes,No,DSL,No,No,Yes,No,No,No,3,Month-to-month,Yes,Electronic check,50.5,Medium,50.5,1,Competitor made better offer
Male,Yes,No,No,1,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,74.4,Medium,74.4,1,Price too high
Male,No,No,No,31,25-36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,7,One year,Yes,Mailed check,79.45,Medium,2587.7,1,Product dissatisfaction
Male,No,No,No,58,49-60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7,One year,Yes,Electronic check,104.65,High,6219.6,1,Service dissatisfaction
Male,Yes,Yes,No,47,37-48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,100.05,High,4871.05,1,Lack of self-service on Website
Male,No,No,No,44,37-48,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,6,Month-to-month,No,Electronic check,100.55,High,4398.15,1,Network reliability
Male,No,No,No,2,0-12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,5,Month-to-month,No,Electronic check,95.65,High,167.3,1,Limited range of services
Female,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Month-to-month,No,Electronic check,94.4,High,94.4,1,Lack of affordable download/upload speed
Female,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,Yes,No,3,Month-to-month,Yes,Credit card (automatic),55.0,Medium,55.0,1,Long distance charges
Male,No,No,No,1,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,101.45,High,101.45,1,Extra data charges
Female,No,Yes,No,5,0-12,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,6,Month-to-month,No,Bank transfer (automatic),67.95,Medium,350.3,1,Price too high
Female,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,69.5,Medium,69.5,1,Product dissatisfaction
Male,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,18.85,Low,18.85,1,Service dissatisfaction
Female,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,69.2,Medium,69.2,1,Lack of self-service on Website
Male,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,69.65,Medium,69.65,1,Network reliability
Male,Yes,Yes,No,40,37-48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6,Month-to-month,No,Electronic check,101.85,High,4086.3,1,Don't know
Female,No,No,No,1,0-12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4,Month-to-month,Yes,Electronic check,82.3,Medium,82.3,1,Competitor had better devices
Male,No,No,No,3,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Month-to-month,No,Electronic check,79.25,Medium,267.6,1,Competitor offered higher download speeds
Female,No,No,No,13,13-24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Month-to-month,Yes,Electronic check,84.6,Medium,1115.2,1,Competitor offered more data
Female,No,Yes,No,58,49-60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6,Month-to-month,Yes,Bank transfer (automatic),93.4,High,5435.6,1,Don't know
Female,No,Yes,No,42,37-48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,94.2,High,4186.3,1,Competitor had better devices
Male,Yes,Yes,No,1,0-12,No,No phone service,DSL,No,No,No,No,No,No,1,Month-to-month,No,Electronic check,25.05,Low,25.05,1,Competitor had better devices
Female,No,No,No,29,25-36,No,No phone service,DSL,No,No,No,No,No,No,1,Month-to-month,Yes,Credit card (automatic),25.1,Low,712.85,1,Competitor offered higher download speeds
Male,No,No,Yes,1,0-12,Yes,No,DSL,No,No,Yes,No,No,No,3,Month-to-month,No,Electronic check,48.95,Low,48.95,1,Competitor offered higher download speeds
Male,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,45.3,Low,45.3,1,Competitor offered higher download speeds
Male,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,4,Month-to-month,Yes,Electronic check,85.85,High,167.3,1,Competitor offered more data
Male,No,No,No,10,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,No,Electronic check,95.2,High,930.4,1,Competitor offered more data
Male,No,No,No,49,49-60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,6,One year,Yes,Bank transfer (automatic),100.6,High,5069.65,1,Competitor offered more data
Male,No,Yes,Yes,6,0-12,Yes,No,DSL,No,Yes,Yes,No,No,No,4,Month-to-month,Yes,Mailed check,55.3,Medium,324.25,1,Competitor made better offer
Male,Yes,No,No,2,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Mailed check,74.85,Medium,156.4,1,Competitor made better offer
Male,No,No,No,35,25-36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6,One year,Yes,Bank transfer (automatic),102.35,High,3626.1,1,Price too high
Male,No,Yes,No,70,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,One year,No,Credit card (automatic),115.65,High,7968.85,1,Product dissatisfaction
Male,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,4,Month-to-month,Yes,Electronic check,79.85,Medium,152.45,1,Service dissatisfaction
Male,No,No,No,15,13-24,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Mailed check,76.0,Medium,1130.85,1,Lack of self-service on Website
Female,Yes,No,No,42,37-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Month-to-month,Yes,Bank transfer (automatic),104.75,High,4323.45,1,Network reliability
Female,No,No,No,9,0-12,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,74.65,Medium,703.55,1,Limited range of services
